,feat,ZLAAO90NB
139,-161,0.0003972946068457
140,-160,0.0003979743965697
141,-159,0.0004094883350207
142,-158,0.0003955101588201
143,-157,0.0004037950960819
144,-156,0.0004110603487576
145,-155,0.0004170509957007
146,-154,0.0004078313475684
147,-153,0.0004177307854247
148,-152,0.0004150116265286
149,-151,0.0004164561796922
150,-150,0.000422149418631
151,-149,0.0004153940082483
152,-148,0.0004246136563807
153,-147,0.0004160737979724
154,-146,0.0004305193296083
155,-145,0.0004272053547036
156,-144,0.0004384218851503
157,-143,0.0004311991193324
158,-142,0.0004382944245771
159,-141,0.0004428405183566
160,-140,0.0004447099400977
161,-139,0.0004501482578901
162,-138,0.0004551192202471
163,-137,0.000464763736957
164,-136,0.0004668031061291
165,-135,0.0004731336479343
166,-134,0.0004864320344109
167,-133,0.0005021521717794
168,-132,0.000500155289465
169,-131,0.0005129863205064
170,-130,0.0005158329399758
171,-129,0.0005281541287241
172,-128,0.0005380110797227
173,-127,0.0005454887666872
174,-126,0.0005707259601923
175,-125,0.0005732751716575
176,-124,0.0005774388837172
177,-123,0.0006002543263305
178,-122,0.00061614441113
179,-121,0.0006246417826805
180,-120,0.0006451204481173
181,-119,0.0006608830723436
182,-118,0.000683316133237
183,-117,0.0007000559551916
184,-116,0.0007210869497792
185,-115,0.0007592826348989
186,-114,0.0007964161485748
187,-113,0.0008296833581952
188,-112,0.00087042825478
189,-111,0.0009032705958229
190,-110,0.0009548496411347
191,-109,0.0009967841697366
192,-108,0.001048958031057
193,-107,0.0011309576665198
194,-106,0.0012041625224277
195,-105,0.0012918978836871
196,-104,0.0013899575513804
197,-103,0.0014850006521732
198,-102,0.0016177295957927
199,-101,0.0017793071158263
200,-100,0.0019481074016779
201,-99,0.0021248527299293
202,-98,0.0023565760521126
203,-97,0.0025676082745704
204,-96,0.0027988217544608
205,-95,0.0030570143890241
206,-94,0.0033263810671763
207,-93,0.003601186063121
208,-92,0.0038954925267741
209,-91,0.0041713596941626
210,-90,0.0044416185963276
211,-89,0.004670070430464
212,-88,0.0049225698260885
213,-87,0.0051227678998193
214,-86,0.0053090302842073
215,-85,0.0054701404488056
216,-84,0.0056054610907481
217,-83,0.0056940037023047
218,-82,0.0057151196706078
219,-81,0.0057740064554531
220,-80,0.0057752810611857
221,-79,0.0057919359094248
222,-78,0.00576045314783
223,-77,0.0057471547613534
224,-76,0.0056849964884612
225,-75,0.0056219459915561
226,-74,0.0055851523727423
227,-73,0.0055038750138613
228,-72,0.0054547177194414
229,-71,0.0053524093659728
230,-70,0.0052912707776666
231,-69,0.0052163664474486
232,-68,0.0051094695133427
233,-67,0.0050476511353125
234,-66,0.0049531603636705
235,-65,0.0049055750829874
236,-64,0.0048223008417921
237,-63,0.0047685124798771
238,-62,0.0047025303897871
239,-61,0.0046562197148367
240,-60,0.0045783837914337
241,-59,0.0045337301039356
242,-58,0.0044789220574345
243,-57,0.0044295523287259
244,-56,0.0043846012332235
245,-55,0.0042982254514122
246,-54,0.004248770748988
247,-53,0.0042062838912353
248,-52,0.0041580188208282
249,-51,0.0040735549476158
250,-50,0.004069051340694
251,-49,0.0040193842039811
252,-48,0.0040034941191815
253,-47,0.0039392964771172
254,-46,0.0039208571808525
255,-45,0.0039334332907473
256,-44,0.0039257006826363
257,-43,0.0039129546253105
258,-42,0.0039147815601938
259,-41,0.003955483969921
260,-40,0.0039143566916163
261,-39,0.0039336032381783
262,-38,0.003904797148622
263,-37,0.00390993805841
264,-36,0.0038857630363487
265,-35,0.0038788801653928
266,-34,0.0038810045082804
267,-33,0.0038995712651184
268,-32,0.0039274001569464
269,-31,0.0038866977472193
270,-30,0.0038608232508479
271,-29,0.0038614605537142
272,-28,0.0038825340351595
273,-27,0.0038449331660484
274,-26,0.0038416191911436
275,-25,0.0038340565304637
276,-24,0.003812515693583
277,-23,0.0038364782813556
278,-22,0.0038377528870882
279,-21,0.0038593362108265
280,-20,0.0038251342903356
281,-19,0.0038275560412275
282,-18,0.0037956059241974
283,-17,0.0038681309903814
284,-16,0.00380444319061
285,-15,0.0038089892843896
286,-14,0.0038189312091037
287,-13,0.0037968380430723
288,-12,0.0038239871451763
289,-11,0.0038203332754095
290,-10,0.0037797583262557
291,-9,0.0038094566398248
292,-8,0.0037706661386966
293,-7,0.0038205032228405
294,-6,0.0037881707240907
295,-5,0.0038137478124579
296,-4,0.0037735977318815
297,-3,0.0038059302306314
298,-2,0.0038134504044536
299,-1,0.0038060152043469
300,0,0.0038038483746015
301,1,0.0037979851882316
302,2,0.0038047405986143
303,3,0.0038613755799987
304,4,0.0037941188841761
305,5,0.0038181239588064
306,6,0.0038080970603767
307,7,0.0037847717754705
308,8,0.0037921220018617
309,9,0.0038255591589131
310,10,0.003799642175684
311,11,0.0037851116703325
312,12,0.0037953934899087
313,13,0.0038092866923938
314,14,0.0038108587061307
315,15,0.0038100939426911
316,16,0.0037907199355559
317,17,0.0038549175776203
318,18,0.0038214804205689
319,19,0.0038326119773001
320,20,0.0038141726810354
321,21,0.0038332492801664
322,22,0.0038447632186174
323,23,0.0038668988715065
324,24,0.0038764159276431
325,25,0.0038686833195321
326,26,0.0038588263685335
327,27,0.0038605683297014
328,28,0.0039068790046518
329,29,0.0039121048881554
330,30,0.0039175856928055
331,31,0.0039237462871797
332,32,0.003925743169494
333,33,0.0039148665339093
334,34,0.0039107453087073
335,35,0.0039298643946961
336,36,0.0039214095100033
337,37,0.0039540819036151
338,38,0.0039553565093477
339,39,0.0039343680016178
340,40,0.0039524674030205
341,41,0.0039645336706223
342,42,0.0039989905122597
343,43,0.0039836102697533
344,44,0.0040053635409227
345,45,0.0040136909650422
346,46,0.0040434742523268
347,47,0.0040749570139216
348,48,0.0041392396297015
349,49,0.0041380499976844
350,50,0.0041938352419137
351,51,0.004221791594315
352,52,0.0043183217351292
353,53,0.0043682862798464
354,54,0.0044294673550104
355,55,0.0044940048919368
356,56,0.0045228959552086
357,57,0.0045814428451919
358,58,0.0046290281258749
359,59,0.0046721522864939
360,60,0.0047535995928059
361,61,0.0047736958765229
362,62,0.0048427370203711
363,63,0.0049024310555137
364,64,0.0050124295302355
365,65,0.0051038612481194
366,66,0.0051972048746021
367,67,0.0052854925650123
368,68,0.0053458663898789
369,69,0.0054598586292295
370,70,0.0055274977067718
371,71,0.0056139584622986
372,72,0.0056835519352976
373,73,0.0057429060755781
374,74,0.0058004332809753
375,75,0.0058529470371577
376,76,0.0059061830699218
377,77,0.0059137882174596
378,78,0.0059585268786732
379,79,0.0059809174527089
380,80,0.0059581869838112
381,81,0.0059302306314099
382,82,0.0058548164588988
383,83,0.0058120746799996
384,84,0.0057262512273391
385,85,0.0055761876457564
386,86,0.0054262940116048
387,87,0.0052288150967701
388,88,0.0050430200678175
389,89,0.0048101496004748
390,90,0.0045694190644478
391,91,0.004315262681371
392,92,0.0040195116645543
393,93,0.003760639240267
394,94,0.0034388012927901
395,95,0.0032100520506494
396,96,0.0029326553563818
397,97,0.0026812181322012
398,98,0.0024418046887646
399,99,0.0022379102584093
400,100,0.0020453598190739
401,101,0.0018590549478282
402,102,0.0016816723167106
403,103,0.0015504728999702
404,104,0.0014292578948016
405,105,0.001314415918296
406,106,0.0012408286806683
407,107,0.001149991778793
408,108,0.0011095442902124
409,109,0.0010223612581038
410,110,0.0009609677486511
411,111,0.0009045452015555
412,112,0.0008804126663519
413,113,0.0008179569854554
414,114,0.0007901280936274
415,115,0.0007618743332218
416,116,0.0007393138117551
417,117,0.0007048569701177
418,118,0.0006837410018146
419,119,0.0006668737192867
420,120,0.0006401069989025
421,121,0.0006260863358441
422,122,0.0006093465138895
423,123,0.0006100263036136
424,124,0.0005694513544597
425,125,0.0005635456812321
426,126,0.000558574718875
427,127,0.0005455312535449
428,128,0.0005284515367284
429,129,0.0005228007846472
430,130,0.0005122215570668
431,131,0.000507208107852
432,132,0.0005132837285106
433,133,0.0004978185122886
434,134,0.0004836279017992
435,135,0.0004813760983383
436,136,0.000472326397637
437,137,0.0004654860135388
438,138,0.0004646362763838
439,139,0.0004594528797379
440,140,0.0004531648247905
441,141,0.0004529948773595
442,142,0.000445007348102
443,143,0.0004416083994818
444,144,0.0004389742143011
445,145,0.0004387192931546
446,146,0.0004355752656809
447,147,0.0004201950231744
448,148,0.0004303493821773
449,149,0.0004173059168472
450,150,0.0004207048654674
451,151,0.0004112302961886
452,152,0.000417518351136
453,153,0.0004113577567618
454,154,0.0004172209431317
455,155,0.0004070665841288
456,156,0.0004102530984603
457,157,0.0004086810847234
458,158,0.0004001837131729
459,159,0.0003988666205825
460,160,0.0004062593338315
461,161,0.0004032002800733
462,162,0.0003963598959751
463,163,0.0003986541862938
464,164,0.000405324622961
465,165,0.0003894345381614
466,166,0.0003858656421102
467,167,0.0003896044855924
468,168,0.0003825516672055
469,169,0.0003841661678001
470,170,0.0003770283756976
471,171,0.0003771983231286
472,172,0.0003760086911116
473,173,0.0003716750316208
474,174,0.000379365152874
475,175,0.0003687859252936
476,176,0.0003691683070134
477,177,0.0003646647000916
478,178,0.0003524284850588
479,179,0.0003489870495808
480,180,0.0003390876117245
481,181,0.0003659817926819
482,182,0.0003301653715964
483,183,0.0003386202562892
484,184,0.0003345840048027
485,185,0.0003191187885807
486,186,0.0003229001189207
487,187,0.0003142752867969
488,188,0.0003069675472634
489,189,0.0003041634146517
490,190,0.0002959209642477
491,191,0.0002919271996189
492,192,0.0002899728041623
493,193,0.0002782464314226
494,194,0.0002807956428877
495,195,0.0002797759583016
496,196,0.0002691542438635
497,197,0.0002665200586828
498,198,0.0002575128448392
499,199,0.0002500776447325
500,200,0.0002456590115262
501,201,0.0002459989063882
502,202,0.0002475709201251
503,203,0.0002461688538192
504,204,0.0002380538639885
505,205,0.0002315108878946
506,206,0.0002316383484678
507,207,0.000226285004391
508,208,0.0002245430432231
509,209,0.0002180425539869
510,210,0.0002109897356
511,211,0.0002118819596128
512,212,0.0002083980372771
513,213,0.0002101399984449
514,214,0.0002052540098034
515,215,0.0002007079160238
516,216,0.0002049566017991
517,217,0.0002060612601007
518,218,0.000202917232627
519,219,0.0001944198610764
520,220,0.0001925504393353
521,221,0.0001887691089953
522,222,0.0001885141878488
523,223,0.0001855401078061
524,224,0.0001797618951517
525,225,0.0001858800026681
526,226,0.000179889355725
527,227,0.0001806541191645
528,228,0.0001765328939625
529,229,0.0001761929991005
530,230,0.0001799743294405
531,231,0.0001756406699497
532,232,0.0001812064483153
533,233,0.0001843079889313
534,234,0.0001755556962342
535,235,0.0001741111430706
536,236,0.0001710520893124
537,237,0.0001685028778473
538,238,0.0001697349967221
539,239,0.0001634894286324
540,240,0.0001552469782284
541,241,0.0001536749644916
542,242,0.0001591557691417
543,243,0.0001512532135997
544,244,0.0001662085875286
545,245,0.000159793072008
546,246,0.0001589008479951
547,247,0.0001572438605428
548,248,0.0001717743658942
549,249,0.0001645091132185
550,250,0.0001524853324745
551,251,0.0001597080982924
552,252,0.0001551195176552
553,253,0.0001660811269554
554,254,0.0001721142607562
555,255,0.0001565640708187
556,256,0.0001485765415612
557,257,0.0001508283450221
558,258,0.0001595806377192
559,259,0.0001551620045129
560,260,0.0001406739860192
561,261,0.0001495962261473
562,262,0.0001326864567617
563,263,0.0001315817984601
564,264,0.00013744498483
565,265,0.0001437755266352
566,266,0.0001315817984601
567,267,0.0001311569298826
568,268,0.0001504459633024
569,269,0.0001327289436195
570,270,0.0001278004681201
571,271,0.0001317517458912
572,272,0.0001215549000305
573,273,0.0001195580177161
574,274,0.0001198554257204
575,275,0.0001179010302638
576,276,0.0001139922393505
577,277,0.000109955987864
578,278,0.0001188782279921
579,279,0.0001128875810489
580,280,0.0001089787901357
581,281,0.0001091912244245
582,282,0.0001035404723433
583,283,0.0001002264974386
584,284,9.869697055958166e-05
585,285,0.0001015011031712
586,286,9.457574535756727e-05
587,287,9.16441521726292e-05
588,288,9.172912588813464e-05
589,289,8.714054525084028e-05
590,290,8.973224357375654e-05
591,291,9.487315336183634e-05
592,292,8.731049268185118e-05
593,293,7.902555542006969e-05
594,294,8.786282183263662e-05
595,295,8.463382064342947e-05
596,296,7.575406737310981e-05
597,297,7.532919879558256e-05
598,298,7.401210620524806e-05
599,299,7.227014503738631e-05
600,300,6.797897240436102e-05
